K,hits,expected,fold,p_hyper
10,1,0.05099302200751476,19.610526315789475,0.049853372975911726
20,1,0.10198604401502952,9.805263157894737,0.097252472614983
50,3,0.2549651100375738,11.766315789473683,0.0021025427662236572
100,6,0.5099302200751477,11.766315789473683,1.1732944339558982e-05
200,13,1.0198604401502953,12.746842105263157,2.2526382724185518e-11
