rank,chemical_id,chemical_name,ensemble_score,is_known_GBM_therapeutic,anti_neoplastic,n_targets
1306,D064705,Racepinephrine,-1.594901204109192,False,False,8
1307,C053500,perindoprilat,-1.5978641510009766,False,False,1
1308,D011222,Prazepam,-1.599596381187439,False,False,21
1309,C000614924,PF-06651600,-1.6001173257827759,False,False,8
1310,D000443,Alcuronium,-1.6026592254638672,False,False,9
1311,D013444,Sulfisoxazole,-1.6046515703201294,False,False,7
1312,C012839,cholinophyllin,-1.6056146621704102,False,False,10
1313,C038363,hydrocortisone valerate,-1.6078742742538452,False,False,3
1314,C040550,tolrestat,-1.6112762689590454,False,False,3
1315,D020372,Dexfenfluramine,-1.6124719381332397,False,False,20
1316,D020912,Moclobemide,-1.6127790212631226,False,False,4
1317,D010830,Physostigmine,-1.6132537126541138,False,False,10
1318,D000079982,Gemtuzumab,-1.6166459321975708,False,True,9
1319,D000099289,Avapritinib,-1.6171245574951172,False,True,5
1320,D000077545,Eplerenone,-1.6180583238601685,False,False,9
1321,C516023,epoetin delta,-1.6187448501586914,False,False,1
1322,C060225,desirudin,-1.622785210609436,False,False,3
1323,C509653,"estrogens, conjugated synthetic A",-1.6228522062301636,False,False,5
1324,D061389,"Insulin, Regular, Pork",-1.6232792139053345,False,False,1
1325,C009954,trilostane,-1.625801920890808,False,False,9
1326,D010423,Pentazocine,-1.6273080110549927,False,False,7
1327,C101425,posaconazole,-1.6275969743728638,False,False,5
1328,C032587,olsalazine,-1.6281489133834839,False,False,7
1329,C061131,sertaconazole,-1.629844307899475,False,False,6
1330,D008239,Lysine,-1.6339154243469238,False,True,4
1331,C000634504,mitapivat,-1.6340317726135254,False,False,3
1332,C418863,10-propargyl-10-deazaaminopterin,-1.634116768836975,False,True,3
1333,C000718249,bulevirtide,-1.6348943710327148,False,False,2
1334,C004686,clocortolone,-1.6354007720947266,False,False,5
1335,C084583,methyprylon,-1.6354707479476929,False,False,16
1336,D002740,Chlorothiazide,-1.6356602907180786,False,False,7
1337,C557708,alcaftadine,-1.636046051979065,False,False,1
1338,C108128,frovatriptan,-1.6363306045532227,False,False,4
1339,D010293,Pargyline,-1.6385250091552734,False,False,3
1340,C004649,carbinoxamine,-1.6386228799819946,False,False,4
1341,C000625376,leniolisib,-1.6461609601974487,False,False,4
1342,C084552,proxibarbal,-1.6463208198547363,False,False,2
1343,C005717,proxymetacaine,-1.6465983390808105,False,False,12
1344,C031967,rasagiline,-1.6484004259109497,False,False,8
1345,C571001,eslicarbazepine,-1.6490983963012695,False,False,11
1346,C510790,indacaterol,-1.65132474899292,False,False,6
1347,D002192,Canrenone,-1.6514720916748047,False,False,3
1348,C114026,desoxyepothilone B,-1.6525741815567017,False,False,16
1349,C047340,levocabastine,-1.6562925577163696,False,False,2
1350,C084711,agomelatine,-1.658194661140442,False,False,6
1351,D002125,Calcium Gluconate,-1.6598243713378906,False,False,4
1352,D007490,Iproniazid,-1.6602095365524292,False,False,14
1353,D000069036,Insulin Glargine,-1.6612834930419922,False,False,2
1354,D017307,Xamoterol,-1.6621164083480835,False,False,7
1355,D000077214,Becaplermin,-1.6640300750732422,False,False,3
1356,D005984,Glutethimide,-1.6642112731933594,False,False,17
1357,C018421,rifapentine,-1.6644554138183594,False,False,7
1358,C000707850,ripretinib,-1.668288230895996,False,True,5
1359,C037144,mifamurtide,-1.6686261892318726,False,False,2
1360,D007065,Idoxuridine,-1.6691049337387085,False,False,2
1361,D000077723,Cefepime,-1.6700520515441895,False,False,4
1362,C000718987,atogepant,-1.6710411310195923,False,False,2
1363,D000583,Amikacin,-1.6713805198669434,False,False,19
1364,D011298,Feprazone,-1.673104166984558,False,False,5
1365,C090092,migalastat,-1.673219084739685,False,False,6
1366,C026784,acemetacin,-1.6742340326309204,False,False,2
1367,D000628,Aminophylline,-1.6764808893203735,False,False,11
1368,D000077402,Pantoprazole,-1.6773241758346558,False,False,16
1369,C000634505,zuranolone,-1.6793028116226196,False,False,16
1370,D014443,Tyrosine,-1.6799999475479126,False,False,2
1371,D007336,"Insulin, Isophane",-1.6803098917007446,False,False,1
1372,C043114,fosphenytoin,-1.6815714836120605,False,False,13
1373,D000078102,Lumefantrine,-1.6827958822250366,False,False,3
1374,D014290,Metipranolol,-1.6828083992004395,False,False,4
1375,C000595214,polyethylene glycol 4000,-1.683640480041504,False,False,4
1376,C035385,doxylamine succinate,-1.6842292547225952,False,False,7
1377,C571886,insulin degludec,-1.6880203485488892,False,False,2
1378,C016163,valrubicin,-1.6884037256240845,False,True,3
1379,D016677,Tocainide,-1.6885255575180054,False,False,11
1380,D014047,Tolnaftate,-1.6898250579833984,False,False,8
1381,C571829,tapinarof,-1.6902564764022827,False,False,14
1382,C004954,hexylcaine,-1.6939536333084106,False,False,10
1383,D000069449,Cinacalcet,-1.6964954137802124,False,False,7
1384,D000077483,Valacyclovir,-1.698144555091858,False,False,4
1385,C053539,penciclovir,-1.700515866279602,False,False,1
1386,D000409,Alanine,-1.7014657258987427,False,False,6
1387,C005398,phenoxyethanol,-1.7062569856643677,False,False,1
1388,C001584,benfluorex,-1.7066444158554077,False,False,5
1389,C098107,flibanserin,-1.7093175649642944,False,False,6
1390,C569338,ibrexafungerp,-1.7099937200546265,False,False,1
1391,C012817,cetalkonium chloride,-1.7100731134414673,False,False,2
1392,D008619,Mepivacaine,-1.7120757102966309,False,False,18
1393,C030814,menatetrenone,-1.7138599157333374,False,False,4
1394,C115647,eletriptan,-1.7151079177856445,False,False,6
1395,D015365,Enoxacin,-1.7158846855163574,False,False,6
1396,D016595,Misoprostol,-1.7168587446212769,False,False,11
1397,D016700,Encainide,-1.7176157236099243,False,False,10
1398,C044642,methdilazine,-1.7180684804916382,False,False,2
1399,D009921,Metaproterenol,-1.7193231582641602,False,False,7
1400,D020117,Cisapride,-1.7208760976791382,False,False,10
1401,C101866,ezogabine,-1.720984935760498,False,False,10
1402,C008088,alfacalcidol,-1.7224575281143188,False,False,12
1403,C000627630,ivosidenib,-1.724802017211914,False,True,2
1404,C047144,quinidine polygalacturonate,-1.7271771430969238,False,False,10
1405,D002751,Chlortetracycline,-1.729238510131836,False,False,6
1406,D006051,Aurothioglucose,-1.7298439741134644,False,False,8
1407,D010840,Phytosterols,-1.7299996614456177,False,False,3
1408,C032943,metocurine,-1.7314611673355103,False,False,5
1409,D000069503,Vilazodone Hydrochloride,-1.7354909181594849,False,False,10
1410,D000077555,Methylprednisolone Acetate,-1.738394856452942,False,False,3
1411,D014343,Trypan Blue,-1.7387253046035767,False,False,5
1412,C031618,sodium nitrate,-1.7400199174880981,False,False,1
1413,D064791,Desoxycorticosterone Acetate,-1.740118384361267,False,False,2
1414,C476721,bremelanotide,-1.7412365674972534,False,False,5
1415,C000611387,lusutrombopag,-1.7423015832901,False,False,6
1416,C575157,lifitegrast,-1.7444429397583008,False,False,3
1417,C427248,treprostinil,-1.7451857328414917,False,False,8
1418,C550169,ponesimod,-1.745802879333496,False,False,5
1419,C007027,chloroxylenol,-1.7480884790420532,False,False,8
1420,C068373,eprosartan,-1.7509468793869019,False,False,2
1421,D014660,Vasoactive Intestinal Peptide,-1.751102089881897,False,False,8
1422,C000632572,vosoritide,-1.7524336576461792,False,False,3
1423,C023768,halofantrine,-1.752475380897522,False,False,6
1424,C549445,fosdenopterin,-1.754717230796814,False,False,2
1425,C478745,tasimelteon,-1.7547472715377808,False,False,4
1426,C039803,hydrocortisone sodium phosphate,-1.7551804780960083,False,False,2
1427,C000656249,etrasimod,-1.7571725845336914,False,False,5
1428,D010074,Oxandrolone,-1.7576419115066528,False,False,3
1429,D008140,Lorazepam,-1.7577558755874634,False,False,24
1430,D000077525,Cefdinir,-1.7591886520385742,False,False,6
1431,C446080,talbutal,-1.7601982355117798,False,False,20
1432,D001726,Bisacodyl,-1.7618147134780884,False,False,4
1433,C032175,benzaldehyde,-1.7621426582336426,False,False,5
1434,C047046,atosiban,-1.7628041505813599,False,False,8
1435,C035838,danaparoid,-1.7643457651138306,False,False,3
1436,C406662,prucalopride,-1.7661705017089844,False,False,2
1437,C075375,grepafloxacin,-1.766886830329895,False,False,7
1438,D015765,Almitrine,-1.767600655555725,False,False,1
1439,C008259,lauryl gallate,-1.7680169343948364,False,False,7
1440,C534526,afamelanotide,-1.768640160560608,False,False,4
1441,C046894,buclizine,-1.7687950134277344,False,False,3
1442,C000723007,lonapegsomatropin,-1.7690232992172241,False,False,1
1443,C070669,lithium citrate,-1.7702064514160156,False,False,3
1444,D013420,Sulfamethoxazole,-1.7705055475234985,False,False,24
1445,C011677,benoxaprofen,-1.7705392837524414,False,False,9
1446,C576501,finerenone,-1.7713924646377563,False,False,1
1447,C047638,alfuzosin,-1.771856427192688,False,False,10
1448,D005474,Fluoxymesterone,-1.7723439931869507,False,True,4
1449,C053238,onapristone,-1.7729355096817017,False,False,4
1450,D000077551,Micafungin,-1.7749017477035522,False,False,2
1451,C555680,dulaglutide,-1.7756766080856323,False,False,12
1452,C484071,voclosporin,-1.7768001556396484,False,False,5
1453,C011941,nabilone,-1.7769603729248047,False,False,3
1454,D007531,Isoflurophate,-1.7771860361099243,False,False,13
1455,D015310,Cefotiam,-1.778813362121582,False,False,8
1456,C520853,alogliptin,-1.7841434478759766,False,False,2
1457,D000077593,Reboxetine,-1.7845282554626465,False,False,5
1458,D014204,Trenbolone Acetate,-1.78524911403656,False,False,4
1459,C006656,azatadine,-1.7896593809127808,False,False,1
1460,C100276,haloprogin,-1.7899976968765259,False,False,4
1461,C020731,carbetocin,-1.796465516090393,False,False,3
1462,C000593471,lesinurad,-1.797045111656189,False,False,6
1463,C116977,motixafortide,-1.7988348007202148,False,False,2
1464,D053626,Atovaquone,-1.7995914220809937,False,False,4
1465,C033019,decamethonium,-1.8002926111221313,False,False,9
1466,D011431,Dextropropoxyphene,-1.8004010915756226,False,False,8
1467,D000069468,Desvenlafaxine Succinate,-1.800572395324707,False,False,7
1468,D002231,Carbimazole,-1.8020200729370117,False,False,6
1469,C067601,piperacetazine,-1.804107666015625,False,False,4
1470,D006853,Hydrocodone,-1.806433081626892,False,False,16
1471,D007556,Isoxsuprine,-1.8087282180786133,False,False,7
1472,D010885,Pipobroman,-1.8109979629516602,False,False,2
1473,C015121,dexbrompheniramine,-1.811055064201355,False,False,3
1474,C015408,oxatomide,-1.811235785484314,False,False,7
1475,D008729,Methoxamine,-1.8126239776611328,False,False,6
1476,C572045,apalutamide,-1.8132339715957642,False,True,3
1477,D008776,Methylprednisolone Hemisuccinate,-1.8135329484939575,False,False,2
1478,C038628,fipexide,-1.814240574836731,False,False,10
1479,C010809,tulobuterol,-1.8154659271240234,False,False,2
1480,D019797,3-Iodobenzylguanidine,-1.816522479057312,False,False,5
1481,C055852,tafenoquine,-1.8200944662094116,False,False,2
1482,C000630868,prabotulinumtoxin A,-1.8207197189331055,False,False,1
1483,C100100,chlorphenoxamine,-1.821454405784607,False,False,1
1484,C012970,fenclofenac,-1.8215150833129883,False,False,2
1485,D000069458,Ranolazine,-1.8217716217041016,False,False,10
1486,D000077612,Anidulafungin,-1.8276580572128296,False,False,1
1487,C101207,darifenacin,-1.827928900718689,False,False,8
1488,D008702,Methaqualone,-1.832228660583496,False,False,16
1489,D005913,Glipizide,-1.8331917524337769,False,False,12
1490,C093622,rizatriptan,-1.8334897756576538,False,False,4
1491,C031234,ethylenediamine,-1.8337432146072388,False,False,5
1492,C084593,sulthiame,-1.835461974143982,False,False,11
1493,C005111,methixene,-1.8355995416641235,False,False,9
1494,C511534,bepotastine besilate,-1.835679054260254,False,False,1
1495,D000069057,Insulin Detemir,-1.8362598419189453,False,False,1
1496,D000078304,Tigecycline,-1.8371747732162476,False,False,7
1497,D013197,Stanozolol,-1.8377383947372437,False,False,2
1498,C062766,candoxatril,-1.8401151895523071,False,False,3
1499,C008352,meprednisone,-1.8418512344360352,False,False,3
1500,C007858,glucuronyl glucosamine glycan sulfate,-1.8425668478012085,False,False,2
1501,D000069445,Atomoxetine Hydrochloride,-1.8429614305496216,False,False,7
1502,D010615,Phenacetin,-1.8432461023330688,False,False,10
1503,D001500,BCG Vaccine,-1.8453267812728882,False,False,6
1504,D002976,Clenbuterol,-1.8474349975585938,False,False,6
1505,C426686,ximelagatran,-1.850300908088684,False,False,1
1506,C008924,pirprofen,-1.854272484779358,False,False,12
1507,C042398,indecainide,-1.8555517196655273,False,False,10
1508,C011321,oxibendazole,-1.8559938669204712,False,False,5
1509,D011430,Propoxycaine,-1.863533616065979,False,False,12
1510,C542912,amylmetacresol,-1.8646708726882935,False,False,1
1511,C056451,dimethyl succinate,-1.8648120164871216,False,False,1
1512,D000077336,Caspofungin,-1.8648511171340942,False,False,3
1513,D002749,Chlorprothixene,-1.8651477098464966,False,False,13
1514,C061095,trandolaprilat,-1.8654251098632812,False,False,1
1515,C005795,thenalidine,-1.8684349060058594,False,False,1
1516,D000515,alpha 1-Antitrypsin,-1.869028925895691,False,False,3
1517,C095285,silodosin,-1.8690820932388306,False,False,4
1518,D013948,Moxisylyte,-1.8702126741409302,False,False,10
1519,D017335,Enoximone,-1.871694564819336,False,False,6
1520,D003899,Desoximetasone,-1.8728607892990112,False,False,6
1521,D002727,Proguanil,-1.8735448122024536,False,False,6
1522,C021092,stiripentol,-1.875125527381897,False,False,4
1523,D012837,Silver Sulfadiazine,-1.8762868642807007,False,False,8
1524,D000068238,Lubiprostone,-1.8765640258789062,False,False,2
1525,C010714,dinoprost tromethamine,-1.8768211603164673,False,False,3
1526,D003898,Desonide,-1.876844048500061,False,False,3
1527,C043345,emedastine,-1.8776779174804688,False,False,2
1528,C008396,dichlorobenzyl alcohol,-1.8800750970840454,False,False,10
1529,D000068799,Prasugrel Hydrochloride,-1.8811250925064087,False,False,6
1530,D005479,Flurazepam,-1.8838685750961304,False,False,21
1531,C005810,tetrahydrozoline,-1.886271357536316,False,False,8
1532,D003915,Dextromethorphan,-1.886993408203125,False,False,16
1533,D019805,alpha-Methyltyrosine,-1.8878332376480103,False,False,12
1534,C079703,rufinamide,-1.8880600929260254,False,False,12
1535,D004878,Ergotamine,-1.8883882761001587,False,False,13
1536,C000626176,elacestrant,-1.890318512916565,False,True,2
1537,C533287,cariprazine,-1.8913846015930176,False,False,5
1538,D000077145,Sulfanilamide,-1.8919957876205444,False,False,3
1539,C075156,ebrotidine,-1.8920735120773315,False,False,4
1540,D050718,Complement C1 Inhibitor Protein,-1.8934288024902344,False,False,2
1541,D002443,Ceftriaxone,-1.8936409950256348,False,False,12
1542,C064466,halobetasol,-1.8938125371932983,False,False,3
1543,D011341,Probucol,-1.89413321018219,False,False,12
1544,D008634,Mersalyl,-1.8948806524276733,False,False,3
1545,C028797,pralidoxime,-1.89601469039917,False,False,4
1546,D002981,Clindamycin,-1.8964457511901855,False,False,9
1547,C569105,lumacaftor,-1.8966593742370605,False,False,2
1548,D000077596,Thymalfasin,-1.8967167139053345,False,False,1
1549,C550938,plazomicin,-1.898678183555603,False,False,1
1550,C005245,tetrazepam,-1.902032494544983,False,False,16
1551,C520809,eltrombopag,-1.9042888879776,False,False,8
1552,C000705452,tucatinib,-1.9044545888900757,False,True,17
1553,D004308,Dothiepin,-1.904845118522644,False,False,10
1554,D008034,Lincomycin,-1.904886245727539,False,False,4
1555,C084814,propylhexedrine,-1.9057239294052124,False,False,1
1556,C106783,naratriptan,-1.906589150428772,False,False,5
1557,C551441,perampanel,-1.908460259437561,False,False,5
1558,D013847,Thiethylperazine,-1.9095268249511719,False,False,18
1559,D007520,Isocarboxazid,-1.9096494913101196,False,False,3
1560,C533238,avatrombopag,-1.909676194190979,False,False,7
1561,D014046,Tolmetin,-1.910201907157898,False,False,7
1562,C000634424,sparsentan,-1.9123214483261108,False,False,5
1563,C009935,prednisolone acetate,-1.9124037027359009,False,False,3
1564,C038637,balsalazide,-1.9125032424926758,False,False,4
1565,D000077287,Levetiracetam,-1.914826512336731,False,False,12
1566,D014749,Vincamine,-1.9175723791122437,False,False,6
1567,D001977,Brompheniramine,-1.9196596145629883,False,False,6
1568,D005040,Ethynodiol Diacetate,-1.9200741052627563,False,False,4
1569,D014191,Tranylcypromine,-1.9201607704162598,False,False,17
1570,D013888,Thiothixene,-1.9203195571899414,False,False,5
1571,C035287,prednicarbate,-1.9213314056396484,False,False,4
1572,C059240,cevimeline,-1.921368956565857,False,False,7
1573,C059896,miglustat,-1.9223953485488892,False,False,4
1574,C034635,fludrocortisone acetate,-1.9242357015609741,False,False,1
1575,D003647,Debrisoquin,-1.9245061874389648,False,False,8
1576,D010136,p-Hydroxyamphetamine,-1.9308794736862183,False,False,10
1577,C012716,amcinonide,-1.9320870637893677,False,False,7
1578,D000069605,Olopatadine Hydrochloride,-1.932824969291687,False,False,1
1579,C007005,carprofen,-1.9331231117248535,False,False,2
1580,D000875,Anthralin,-1.9332208633422852,False,False,15
1581,D002108,Ceruletide,-1.9342252016067505,False,False,6
1582,C516975,pitolisant,-1.934792399406433,False,False,3
1583,D000865,Antazoline,-1.9359177350997925,False,False,5
1584,D000077208,Remifentanil,-1.9362369775772095,False,False,7
1585,D003992,Dibucaine,-1.937520980834961,False,False,8
1586,C486464,telaprevir,-1.938902497291565,False,False,5
1587,D000077712,Telbivudine,-1.9406671524047852,False,False,3
1588,D001964,Bromhexine,-1.9409898519515991,False,False,3
1589,C005430,phenindamine,-1.9422508478164673,False,False,1
1590,C533860,macitentan,-1.9424883127212524,False,False,8
1591,C447442,somatrem,-1.9426950216293335,False,False,1
1592,D015103,Droxidopa,-1.942700743675232,False,False,10
1593,D006145,Guanethidine,-1.9431066513061523,False,False,3
1594,C030262,triamcinolone diacetate,-1.9457308053970337,False,False,2
1595,D020888,Vigabatrin,-1.9481450319290161,False,False,3
1596,C055139,pemirolast,-1.951400876045227,False,False,1
1597,D009583,Nitrofurazone,-1.9515022039413452,False,False,9
1598,D010111,Oxymorphone,-1.9529138803482056,False,False,11
1599,C000713258,odevixibat,-1.9549564123153687,False,False,6
1600,C100283,medrysone,-1.9554591178894043,False,False,4
1601,C520025,mirabegron,-1.957816481590271,False,False,5
1602,D003009,Clorazepate Dipotassium,-1.9578479528427124,False,False,19
1603,C409045,almotriptan,-1.958020806312561,False,False,11
1604,D004984,Ethchlorvynol,-1.9590743780136108,False,False,16
1605,C544196,"N,N-diethyl-3-hydroxy-4-(spiro(chromene-2,4'-piperidine)-4-yl)benzamide",-1.9591068029403687,False,False,4
1606,C057884,diclazuril,-1.9616676568984985,False,False,2
1607,D010093,Oxolinic Acid,-1.965563178062439,False,False,1
1608,C017014,antrafenine,-1.9661003351211548,False,False,1
1609,C031545,Pegloticase,-1.9675039052963257,False,False,1
1610,D007548,Isosorbide Dinitrate,-1.9685570001602173,False,False,15
1611,C062765,dorzolamide,-1.972596526145935,False,False,6
1612,D016567,Nizatidine,-1.9726101160049438,False,False,3
1613,C545203,ivacaftor,-1.9734326601028442,False,False,2
1614,D000077715,Nateglinide,-1.9743319749832153,False,False,14
1615,C090840,alosetron,-1.9746956825256348,False,False,5
1616,C000731926,ropeginterferon alfa-2b,-1.9760265350341797,False,False,4
1617,D013418,Sulfamethazine,-1.9760926961898804,False,False,4
1618,D013409,Sulfacetamide,-1.976269245147705,False,False,2
1619,D004091,Hydromorphone,-1.9763127565383911,False,False,14
1620,D014291,Trimeprazine,-1.976812720298767,False,False,1
1621,D007785,Lactose,-1.9769701957702637,False,False,7
1622,C000634267,somatrogon,-1.977702260017395,False,False,2
1623,C551624,suvorexant,-1.9783353805541992,False,False,4
1624,D013693,Temazepam,-1.9796985387802124,False,False,21
1625,D010115,Oxyphenonium,-1.980702519416809,False,False,4
1626,D014331,Tropicamide,-1.981959342956543,False,False,14
1627,D000500,Allylestrenol,-1.9864031076431274,False,False,4
1628,C004945,guanadrel,-1.9867277145385742,False,False,2
1629,C000590926,nusinersen,-1.9884281158447266,False,False,1
1630,C087896,reteplase,-1.9893075227737427,False,False,2
1631,C067192,ibutilide,-1.989460825920105,False,False,6
1632,C510793,pimavanserin,-1.991411805152893,False,False,1
1633,D004319,Doxylamine,-1.9932193756103516,False,False,4
1634,C445659,bilastine,-1.993385910987854,False,False,2
1635,C000716074,pegcetacoplan,-1.9950112104415894,False,False,1
1636,C086548,pixantrone,-1.995322585105896,False,True,1
1637,C472067,levocetirizine,-1.9956833124160767,False,False,2
1638,D004005,Dichlorphenamide,-1.995916485786438,False,False,7
1639,C031060,salicylamide,-1.9973186254501343,False,False,6
1640,C552171,edoxaban,-1.9973902702331543,False,False,4
1641,C006149,minaprine,-1.9977229833602905,False,False,10
1642,D015760,Alfentanil,-1.9988327026367188,False,False,9
1643,C078452,ziconotide,-2.0001838207244873,False,False,2
1644,C035420,levodopa methyl ester,-2.000474214553833,False,False,8
1645,C009999,benzonidazole,-2.0029895305633545,False,False,4
1646,C052555,spirapril,-2.0035717487335205,False,False,4
1647,D014308,Triparanol,-2.003896951675415,False,False,4
1648,D008616,Mephentermine,-2.0055935382843018,False,False,10
1649,D007987,Gonadotropin-Releasing Hormone,-2.007863759994507,False,False,4
1650,C000623308,solriamfetol,-2.010035276412964,False,False,3
1651,D005897,Glafenine,-2.011279582977295,False,False,11
1652,C010175,halazepam,-2.0144195556640625,False,False,19
1653,D008625,Tiopronin,-2.0198941230773926,False,False,7
1654,D000068696,Rilpivirine,-2.020319700241089,False,False,1
1655,C522201,remimazolam,-2.021165609359741,False,False,18
1656,C011410,bromodiphenhydramine,-2.022076368331909,False,False,1
1657,C084602,clothiapine,-2.0229194164276123,False,False,10
1658,D000079963,Brentuximab Vedotin,-2.0235512256622314,False,False,18
1659,C006972,chloroacetic acid,-2.0241198539733887,False,False,1
1660,C015922,hexocyclium,-2.025009870529175,False,False,5
1661,D007612,Kanamycin,-2.025416135787964,False,False,4
1662,D000077771,Methantheline,-2.0260860919952393,False,False,4
1663,C000709090,tofersen,-2.027287244796753,False,False,1
1664,D000069547,Cobicistat,-2.027674436569214,False,False,5
1665,D017274,Nafarelin,-2.028106212615967,False,False,1
1666,C546704,crofelemer,-2.0307438373565674,False,False,3
1667,D002040,Levobunolol,-2.031310796737671,False,False,6
1668,C000718190,adagrasib,-2.033163547515869,False,True,2
1669,D004953,Estetrol,-2.034456968307495,False,False,2
1670,C416835,eslicarbazepine acetate,-2.037641763687134,False,False,11
1671,D001591,Benzydamine,-2.0401875972747803,False,False,8
1672,C415771,metreleptin,-2.041227340698242,False,False,5
1673,C572762,aprocitentan,-2.0422115325927734,False,False,4
1674,D000077338,Latanoprost,-2.0441131591796875,False,False,3
1675,C009871,diphenylpyraline,-2.0455970764160156,False,False,3
1676,D002355,Carticaine,-2.047173261642456,False,False,1
1677,C000603978,valbenazine,-2.048068046569824,False,False,2
1678,D012504,Saralasin,-2.048189163208008,False,False,5
1679,D009952,Ornithine,-2.0483224391937256,False,False,1
1680,C060344,dolasetron,-2.049743413925171,False,False,9
1681,C482793,brivaracetam,-2.04988694190979,False,False,3
1682,C000609690,deutetrabenazine,-2.050386905670166,False,False,3
1683,C049429,doxacurium,-2.05159068107605,False,False,6
1684,D008771,Nordefrin,-2.0523054599761963,False,False,11
1685,D001624,Betamethasone Valerate,-2.0541160106658936,False,False,11
1686,D005422,Flavoxate,-2.0545542240142822,False,False,12
1687,C052133,benazeprilat,-2.057835578918457,False,False,1
1688,C515050,zopiclone,-2.0598373413085938,False,False,11
1689,C085665,zaleplon,-2.0618205070495605,False,False,5
1690,C000647429,cenegermin,-2.061870813369751,False,False,4
1691,C100201,oxyphencyclimine,-2.061936140060425,False,False,6
1692,C569346,semuloparin,-2.0630428791046143,False,False,1
1693,D017835,Nedocromil,-2.066044569015503,False,False,3
1694,D005477,Fluprednisolone,-2.0674078464508057,False,False,2
1695,C015715,bismuth subsalicylate,-2.0684659481048584,False,False,4
1696,D010130,p-Aminohippuric Acid,-2.068857192993164,False,False,8
1697,D002437,Cefazolin,-2.0707387924194336,False,False,6
1698,C546016,tedizolid,-2.0724971294403076,False,False,2
1699,D000074,Acenocoumarol,-2.0752344131469727,False,False,13
1700,C005396,phenacemide,-2.075439453125,False,False,11
1701,C522917,eliglustat,-2.0757224559783936,False,False,3
1702,D002328,Carisoprodol,-2.0777037143707275,False,False,5
1703,C000656362,trofinetide,-2.0786221027374268,False,False,3
1704,C061400,etoposide phosphate,-2.078970193862915,False,False,3
1705,C511194,ecallantide,-2.083559513092041,False,False,2
1706,D011299,Prenylamine,-2.084324598312378,False,False,3
1707,D020008,Delavirdine,-2.0850679874420166,False,False,7
1708,D000069582,Eszopiclone,-2.0855019092559814,False,False,18
1709,C021650,hydrocortisone acetate,-2.0862677097320557,False,False,2
1710,D008320,Maltose,-2.087007999420166,False,False,4
1711,C089750,zolmitriptan,-2.0872552394866943,False,False,7
1712,C010432,clofedanol,-2.091996431350708,False,False,2
1713,C073340,ranitidine bismuth citrate,-2.092970848083496,False,False,5
1714,C000625213,tezacaftor,-2.0932958126068115,False,False,1
1715,D010890,Pirenzepine,-2.100341796875,False,False,11
1716,C042041,3-cresol,-2.1030542850494385,False,False,2
1717,D009428,Netilmicin,-2.103079319000244,False,False,2
1718,C522181,apixaban,-2.1043384075164795,False,False,5
1719,C000592413,ozenoxacin,-2.1057870388031006,False,False,1
1720,D010114,Oxyphenisatin Acetate,-2.1061899662017822,False,False,3
1721,C006827,bronopol,-2.1077773571014404,False,False,3
1722,C000596789,abaloparatide,-2.1090025901794434,False,False,3
1723,D003918,Dextrothyroxine,-2.1090714931488037,False,False,4
1724,C000730766,iptacopan,-2.1103594303131104,False,False,2
1725,D013427,Sulfapyridine,-2.1110129356384277,False,False,8
1726,C028896,erythromycin glucoheptonate,-2.1130197048187256,False,False,2
1727,D017330,Remoxipride,-2.114112615585327,False,False,6
1728,C472965,fospropofol,-2.1145741939544678,False,False,4
1729,D002745,Chlorphentermine,-2.1157193183898926,False,False,1
1730,C000654104,segesterone acetate and ethinyl estradiol vaginal system,-2.116997003555298,False,False,1
1731,D007528,Isoetharine,-2.1173534393310547,False,False,6
1732,D004145,Diosmin,-2.1174862384796143,False,False,5
1733,D020097,"Natriuretic Peptide, Brain",-2.1179049015045166,False,False,4
1734,D000249,Adenosine Monophosphate,-2.1180992126464844,False,False,8
1735,D005601,Framycetin,-2.1182425022125244,False,False,7
1736,C568859,BOL 303259-X,-2.121169328689575,False,False,2
1737,C419502,alvimopan,-2.125227928161621,False,False,5
1738,C584571,GLPG0634,-2.1253204345703125,False,False,8
1739,C015706,betamethasone benzoate,-2.1272852420806885,False,False,1
1740,C000718308,somapacitan,-2.127703905105591,False,False,1
1741,D000481,Allantoin,-2.1289632320404053,False,False,7
1742,C004361,tribromsalan,-2.1296584606170654,False,False,5
1743,C084590,rimiterol,-2.130359411239624,False,False,2
1744,D006139,Guaiacol,-2.131448268890381,False,False,4
1745,D064098,Esomeprazole,-2.1338233947753906,False,False,6
1746,D011344,Procarbazine,-2.134181261062622,False,False,10
1747,C005454,piperonal,-2.135823965072632,False,False,1
1748,D000077466,Tirofiban,-2.1390163898468018,False,False,5
1749,C005565,flumethasone pivalate,-2.1406948566436768,False,False,4
1750,C578443,rimegepant sulfate,-2.1456477642059326,False,False,3
1751,C011685,bitolterol,-2.148001194000244,False,False,2
1752,C029755,benzonatate,-2.1493496894836426,False,False,1
1753,D004177,Dipyrone,-2.1499311923980713,False,False,8
1754,C055141,artemotil,-2.150404214859009,False,False,5
1755,C553176,tivozanib,-2.1520822048187256,False,True,9
1756,C447941,lutetium Lu 177 dotatate,-2.153012990951538,False,False,5
1757,C106856,alatrofloxacin,-2.1544320583343506,False,False,6
1758,D017245,Foscarnet,-2.1558265686035156,False,False,6
1759,C000632951,omidenepag isopropyl,-2.1585636138916016,False,False,2
1760,C515040,tedizolid phosphate,-2.1599066257476807,False,False,2
