K,hits,expected,fold,p_hyper
10,1,0.05099302200751476,19.610526315789475,0.049853372975911726
20,4,0.10198604401502952,39.22105263157895,2.843112713816223e-06
50,7,0.2549651100375738,27.454736842105266,5.666022602892248e-09
100,7,0.5099302200751477,13.727368421052633,7.412470191943775e-07
200,12,1.0198604401502953,11.766315789473683,3.584954251220476e-10
